# Player modifiers
th_heroic_mode_player = {
heroic_th_agressive_ai_buff_against_dev_830 = {
	global_tax_modifier = 0.083
	interest = -0.166
	war_exhaustion = -0.017
	land_attrition = -0.028
	yearly_army_professionalism = 0.004
	drill_decay_modifier = -0.028
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.415
	discipline = 0.008
	ship_durability = 0.008
	global_trade_power = 0.025
}
heroic_th_agressive_ai_buff_against_dev_840 = {
	global_tax_modifier = 0.084
	interest = -0.168
	war_exhaustion = -0.017
	land_attrition = -0.028
	yearly_army_professionalism = 0.004
	drill_decay_modifier = -0.028
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.42
	discipline = 0.008
	ship_durability = 0.008
	global_trade_power = 0.025
}
heroic_th_agressive_ai_buff_against_dev_850 = {
	global_tax_modifier = 0.085
	interest = -0.17
	war_exhaustion = -0.017
	land_attrition = -0.028
	yearly_army_professionalism = 0.004
	drill_decay_modifier = -0.028
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.425
	discipline = 0.009
	ship_durability = 0.009
	global_trade_power = 0.026
}
heroic_th_agressive_ai_buff_against_dev_860 = {
	global_tax_modifier = 0.086
	interest = -0.172
	war_exhaustion = -0.017
	land_attrition = -0.029
	yearly_army_professionalism = 0.004
	drill_decay_modifier = -0.029
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.43
	discipline = 0.009
	ship_durability = 0.009
	global_trade_power = 0.026
}
heroic_th_agressive_ai_buff_against_dev_870 = {
	global_tax_modifier = 0.087
	interest = -0.174
	war_exhaustion = -0.017
	land_attrition = -0.029
	yearly_army_professionalism = 0.004
	drill_decay_modifier = -0.029
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.435
	discipline = 0.009
	ship_durability = 0.009
	global_trade_power = 0.026
}
heroic_th_agressive_ai_buff_against_dev_880 = {
	global_tax_modifier = 0.088
	interest = -0.176
	war_exhaustion = -0.018
	land_attrition = -0.029
	yearly_army_professionalism = 0.004
	drill_decay_modifier = -0.029
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.44
	discipline = 0.009
	ship_durability = 0.009
	global_trade_power = 0.026
}
heroic_th_agressive_ai_buff_against_dev_890 = {
	global_tax_modifier = 0.089
	interest = -0.178
	war_exhaustion = -0.018
	land_attrition = -0.03
	yearly_army_professionalism = 0.004
	drill_decay_modifier = -0.03
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.445
	discipline = 0.009
	ship_durability = 0.009
	global_trade_power = 0.027
}
heroic_th_agressive_ai_buff_against_dev_900 = {
	global_tax_modifier = 0.09
	interest = -0.18
	war_exhaustion = -0.018
	land_attrition = -0.03
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.03
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.45
	discipline = 0.009
	ship_durability = 0.009
	global_trade_power = 0.027
}
heroic_th_agressive_ai_buff_against_dev_910 = {
	global_tax_modifier = 0.091
	interest = -0.182
	war_exhaustion = -0.018
	land_attrition = -0.03
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.03
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.455
	discipline = 0.009
	ship_durability = 0.009
	global_trade_power = 0.027
}
heroic_th_agressive_ai_buff_against_dev_920 = {
	global_tax_modifier = 0.092
	interest = -0.184
	war_exhaustion = -0.018
	land_attrition = -0.031
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.031
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.46
	discipline = 0.009
	ship_durability = 0.009
	global_trade_power = 0.028
}
heroic_th_agressive_ai_buff_against_dev_930 = {
	global_tax_modifier = 0.093
	interest = -0.186
	war_exhaustion = -0.019
	land_attrition = -0.031
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.031
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.465
	discipline = 0.009
	ship_durability = 0.009
	global_trade_power = 0.028
}
heroic_th_agressive_ai_buff_against_dev_940 = {
	global_tax_modifier = 0.094
	interest = -0.188
	war_exhaustion = -0.019
	land_attrition = -0.031
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.031
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.47
	discipline = 0.009
	ship_durability = 0.009
	global_trade_power = 0.028
}
heroic_th_agressive_ai_buff_against_dev_950 = {
	global_tax_modifier = 0.095
	interest = -0.19
	war_exhaustion = -0.019
	land_attrition = -0.032
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.032
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.475
	discipline = 0.01
	ship_durability = 0.01
	global_trade_power = 0.029
}
heroic_th_agressive_ai_buff_against_dev_960 = {
	global_tax_modifier = 0.096
	interest = -0.192
	war_exhaustion = -0.019
	land_attrition = -0.032
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.032
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.48
	discipline = 0.01
	ship_durability = 0.01
	global_trade_power = 0.029
}
heroic_th_agressive_ai_buff_against_dev_970 = {
	global_tax_modifier = 0.097
	interest = -0.194
	war_exhaustion = -0.019
	land_attrition = -0.032
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.032
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.485
	discipline = 0.01
	ship_durability = 0.01
	global_trade_power = 0.029
}
heroic_th_agressive_ai_buff_against_dev_980 = {
	global_tax_modifier = 0.098
	interest = -0.196
	war_exhaustion = -0.02
	land_attrition = -0.033
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.033
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.49
	discipline = 0.01
	ship_durability = 0.01
	global_trade_power = 0.029
}
heroic_th_agressive_ai_buff_against_dev_990 = {
	global_tax_modifier = 0.099
	interest = -0.198
	war_exhaustion = -0.02
	land_attrition = -0.033
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.033
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.495
	discipline = 0.01
	ship_durability = 0.01
	global_trade_power = 0.03
}
heroic_th_agressive_ai_buff_against_dev_1000 = {
	global_tax_modifier = 0.1
	interest = -0.2
	war_exhaustion = -0.02
	land_attrition = -0.033
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.033
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.5
	discipline = 0.01
	ship_durability = 0.01
	global_trade_power = 0.03
}
heroic_th_agressive_ai_buff_against_dev_1010 = {
	global_tax_modifier = 0.101
	interest = -0.202
	war_exhaustion = -0.02
	land_attrition = -0.034
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.034
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.505
	discipline = 0.01
	ship_durability = 0.01
	global_trade_power = 0.03
}
heroic_th_agressive_ai_buff_against_dev_1020 = {
	global_tax_modifier = 0.102
	interest = -0.204
	war_exhaustion = -0.02
	land_attrition = -0.034
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.034
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.51
	discipline = 0.01
	ship_durability = 0.01
	global_trade_power = 0.031
}
heroic_th_agressive_ai_buff_against_dev_1030 = {
	global_tax_modifier = 0.103
	interest = -0.206
	war_exhaustion = -0.021
	land_attrition = -0.034
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.034
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.515
	discipline = 0.01
	ship_durability = 0.01
	global_trade_power = 0.031
}
heroic_th_agressive_ai_buff_against_dev_1040 = {
	global_tax_modifier = 0.104
	interest = -0.208
	war_exhaustion = -0.021
	land_attrition = -0.035
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.035
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.52
	discipline = 0.01
	ship_durability = 0.01
	global_trade_power = 0.031
}
heroic_th_agressive_ai_buff_against_dev_1050 = {
	global_tax_modifier = 0.105
	interest = -0.21
	war_exhaustion = -0.021
	land_attrition = -0.035
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.035
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.525
	discipline = 0.011
	ship_durability = 0.011
	global_trade_power = 0.032
}
heroic_th_agressive_ai_buff_against_dev_1060 = {
	global_tax_modifier = 0.106
	interest = -0.212
	war_exhaustion = -0.021
	land_attrition = -0.035
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.035
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.53
	discipline = 0.011
	ship_durability = 0.011
	global_trade_power = 0.032
}
heroic_th_agressive_ai_buff_against_dev_1070 = {
	global_tax_modifier = 0.107
	interest = -0.214
	war_exhaustion = -0.021
	land_attrition = -0.036
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.036
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.535
	discipline = 0.011
	ship_durability = 0.011
	global_trade_power = 0.032
}
heroic_th_agressive_ai_buff_against_dev_1080 = {
	global_tax_modifier = 0.108
	interest = -0.216
	war_exhaustion = -0.022
	land_attrition = -0.036
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.036
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.54
	discipline = 0.011
	ship_durability = 0.011
	global_trade_power = 0.032
}
heroic_th_agressive_ai_buff_against_dev_1090 = {
	global_tax_modifier = 0.109
	interest = -0.218
	war_exhaustion = -0.022
	land_attrition = -0.036
	yearly_army_professionalism = 0.005
	drill_decay_modifier = -0.036
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.545
	discipline = 0.011
	ship_durability = 0.011
	global_trade_power = 0.033
}
heroic_th_agressive_ai_buff_against_dev_1100 = {
	global_tax_modifier = 0.11
	interest = -0.22
	war_exhaustion = -0.022
	land_attrition = -0.037
	yearly_army_professionalism = 0.006
	drill_decay_modifier = -0.037
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.55
	discipline = 0.011
	ship_durability = 0.011
	global_trade_power = 0.033
}
heroic_th_agressive_ai_buff_against_dev_1110 = {
	global_tax_modifier = 0.111
	interest = -0.222
	war_exhaustion = -0.022
	land_attrition = -0.037
	yearly_army_professionalism = 0.006
	drill_decay_modifier = -0.037
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.555
	discipline = 0.011
	ship_durability = 0.011
	global_trade_power = 0.033
}
heroic_th_agressive_ai_buff_against_dev_1120 = {
	global_tax_modifier = 0.112
	interest = -0.224
	war_exhaustion = -0.022
	land_attrition = -0.037
	yearly_army_professionalism = 0.006
	drill_decay_modifier = -0.037
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.56
	discipline = 0.011
	ship_durability = 0.011
	global_trade_power = 0.034
}
heroic_th_agressive_ai_buff_against_dev_1130 = {
	global_tax_modifier = 0.113
	interest = -0.226
	war_exhaustion = -0.023
	land_attrition = -0.038
	yearly_army_professionalism = 0.006
	drill_decay_modifier = -0.038
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.565
	discipline = 0.011
	ship_durability = 0.011
	global_trade_power = 0.034
}
heroic_th_agressive_ai_buff_against_dev_1140 = {
	global_tax_modifier = 0.114
	interest = -0.228
	war_exhaustion = -0.023
	land_attrition = -0.038
	yearly_army_professionalism = 0.006
	drill_decay_modifier = -0.038
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.57
	discipline = 0.011
	ship_durability = 0.011
	global_trade_power = 0.034
}
heroic_th_agressive_ai_buff_against_dev_1150 = {
	global_tax_modifier = 0.115
	interest = -0.23
	war_exhaustion = -0.023
	land_attrition = -0.038
	yearly_army_professionalism = 0.006
	drill_decay_modifier = -0.038
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.575
	discipline = 0.012
	ship_durability = 0.012
	global_trade_power = 0.035
}
heroic_th_agressive_ai_buff_against_dev_1160 = {
	global_tax_modifier = 0.116
	interest = -0.232
	war_exhaustion = -0.023
	land_attrition = -0.039
	yearly_army_professionalism = 0.006
	drill_decay_modifier = -0.039
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.58
	discipline = 0.012
	ship_durability = 0.012
	global_trade_power = 0.035
}
heroic_th_agressive_ai_buff_against_dev_1170 = {
	global_tax_modifier = 0.117
	interest = -0.234
	war_exhaustion = -0.023
	land_attrition = -0.039
	yearly_army_professionalism = 0.006
	drill_decay_modifier = -0.039
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.585
	discipline = 0.012
	ship_durability = 0.012
	global_trade_power = 0.035
}
heroic_th_agressive_ai_buff_against_dev_1180 = {
	global_tax_modifier = 0.118
	interest = -0.236
	war_exhaustion = -0.024
	land_attrition = -0.039
	yearly_army_professionalism = 0.006
	drill_decay_modifier = -0.039
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.59
	discipline = 0.012
	ship_durability = 0.012
	global_trade_power = 0.035
}
heroic_th_agressive_ai_buff_against_dev_1190 = {
	global_tax_modifier = 0.119
	interest = -0.238
	war_exhaustion = -0.024
	land_attrition = -0.04
	yearly_army_professionalism = 0.006
	drill_decay_modifier = -0.04
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.595
	discipline = 0.012
	ship_durability = 0.012
	global_trade_power = 0.036
}
heroic_th_agressive_ai_buff_against_dev_1200 = {
	global_tax_modifier = 0.12
	interest = -0.24
	war_exhaustion = -0.024
	land_attrition = -0.04
	yearly_army_professionalism = 0.006
	drill_decay_modifier = -0.04
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.6
	discipline = 0.012
	ship_durability = 0.012
	global_trade_power = 0.036
}
heroic_th_agressive_ai_buff_against_dev_1210 = {
	global_tax_modifier = 0.121
	interest = -0.242
	war_exhaustion = -0.024
	land_attrition = -0.04
	yearly_army_professionalism = 0.006
	drill_decay_modifier = -0.04
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.605
	discipline = 0.012
	ship_durability = 0.012
	global_trade_power = 0.036
}
heroic_th_agressive_ai_buff_against_dev_1220 = {
	global_tax_modifier = 0.122
	interest = -0.244
	war_exhaustion = -0.024
	land_attrition = -0.041
	yearly_army_professionalism = 0.006
	drill_decay_modifier = -0.041
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.61
	discipline = 0.012
	ship_durability = 0.012
	global_trade_power = 0.037
}
heroic_th_agressive_ai_buff_against_dev_1230 = {
	global_tax_modifier = 0.123
	interest = -0.246
	war_exhaustion = -0.025
	land_attrition = -0.041
	yearly_army_professionalism = 0.006
	drill_decay_modifier = -0.041
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.615
	discipline = 0.012
	ship_durability = 0.012
	global_trade_power = 0.037
}
heroic_th_agressive_ai_buff_against_dev_1240 = {
	global_tax_modifier = 0.124
	interest = -0.248
	war_exhaustion = -0.025
	land_attrition = -0.041
	yearly_army_professionalism = 0.006
	drill_decay_modifier = -0.041
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.62
	discipline = 0.012
	ship_durability = 0.012
	global_trade_power = 0.037
}
heroic_th_agressive_ai_buff_against_dev_1250 = {
	global_tax_modifier = 0.125
	interest = -0.25
	war_exhaustion = -0.025
	land_attrition = -0.042
	yearly_army_professionalism = 0.006
	drill_decay_modifier = -0.042
	army_tradition_decay = -0.002
	navy_tradition_decay = -0.002
	global_unrest = -0.625
	discipline = 0.013
	ship_durability = 0.013
	global_trade_power = 0.038
}
heroic_th_agressive_ai_buff_against_dev_1260 = {
	global_tax_modifier = 0.126
	interest = -0.252
	war_exhaustion = -0.025
	land_attrition = -0.042
	yearly_army_professionalism = 0.006
	drill_decay_modifier = -0.042
	army_tradition_decay = -0.003
	navy_tradition_decay = -0.003
	global_unrest = -0.63
	discipline = 0.013
	ship_durability = 0.013
	global_trade_power = 0.038
}
heroic_th_agressive_ai_buff_against_dev_1270 = {
	global_tax_modifier = 0.127
	interest = -0.254
	war_exhaustion = -0.025
	land_attrition = -0.042
	yearly_army_professionalism = 0.006
	drill_decay_modifier = -0.042
	army_tradition_decay = -0.003
	navy_tradition_decay = -0.003
	global_unrest = -0.635
	discipline = 0.013
	ship_durability = 0.013
	global_trade_power = 0.038
}
heroic_th_agressive_ai_buff_against_dev_1280 = {
	global_tax_modifier = 0.128
	interest = -0.256
	war_exhaustion = -0.026
	land_attrition = -0.043
	yearly_army_professionalism = 0.006
	drill_decay_modifier = -0.043
	army_tradition_decay = -0.003
	navy_tradition_decay = -0.003
	global_unrest = -0.64
	discipline = 0.013
	ship_durability = 0.013
	global_trade_power = 0.038
}
heroic_th_agressive_ai_buff_against_dev_1290 = {
	global_tax_modifier = 0.129
	interest = -0.258
	war_exhaustion = -0.026
